,LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
26,27,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from NEW to INITED,eae59579fa6e05a82bdc38e07b1f2b77,<*>Job Transitioned from NEW to INITED
27,28,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020.",62aed13ab9b0c19a1d6dd0934613f03c,"MRAppMaster launching normal, non<*>ized, multi-container job <*>."
28,29,2015-10-18,"18:01:51,713",INFO,main,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,1db369939c87e7dd36db29e7d533e50d,Using callQueue class <*>LinkedBlockingQueue
29,30,2015-10-18,"18:01:51,775",INFO,Socket Reader #1 for port 62260,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62260,70066a260001c5829480103e24790a85,Starting Socket Reader #<*> for port <*>
30,31,2015-10-18,"18:01:51,791",INFO,main,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,27284e641eecfc470f3116cba34cf5c9,Adding protocol <*>Protocol<*> to the server
31,32,2015-10-18,"18:01:51,791",INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,ed05a82f37e3d7741dbbcc946283d8f3,Instantiated MRClientService at <*>/<*>:<*>
32,33,2015-10-18,"18:01:51,806",INFO,IPC Server Responder,org.apache.hadoop.ipc.Server,IPC Server Responder: starting,ccc17099aa436b345b7d9f3aed5d32f1,IPC Server Responder: starting
33,34,2015-10-18,"18:01:51,806",INFO,IPC Server listener on 62260,org.apache.hadoop.ipc.Server,IPC Server listener on 62260: starting,73b103d7c6182ee607995d4fa44ec9b7,IPC Server listener on <*>: starting
34,35,2015-10-18,"18:01:51,885",INFO,main,org.mortbay.log,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,9b29751e6137cecfdc82857a4ba65db4,Logging to <*>LoggerAdapter(<*>) via <*>
35,36,2015-10-18,"18:01:51,900",INFO,main,org.apache.hadoop.http.HttpRequestLog,Http request log for http.requests.mapreduce is not defined,257c9d6c9c58b3d29b0e11c214e922ef,Http request log for <*>ests<*>reduce is not defined
36,37,2015-10-18,"18:01:51,916",INFO,main,org.apache.hadoop.http.HttpServer2,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),26491afb51ad02c7da7351f7ff71e118,Added global filter 'safety' (class=<*>HttpServer<*>QuotingInputFilter)
37,38,2015-10-18,"18:01:51,916",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,ccbaa70f7a0b225db2f12c2e85ea9d07,Added filter <*>TER (class=<*>Am<*>) to context mapreduce
38,39,2015-10-18,"18:01:51,916",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,5b4f95bc36bcfc47600d9bd7b3a7488c,Added filter <*>TER (class=<*>) to context static
39,40,2015-10-18,"18:01:51,947",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /mapreduce/*,ec2bdfd3b1bc3e0f2bb02788803087be,adding path spec: /<*>reduce<*>
40,41,2015-10-18,"18:01:51,947",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /ws/*,d89f2e19e48b0e42b96b8159dba3a20d,adding path spec: /<*>
41,42,2015-10-18,"18:01:51,963",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,8aa207885a9039f39367c6fe5fb6d84e,Jetty bound to port <*>
42,43,2015-10-18,"18:01:51,963",INFO,main,org.mortbay.log,jetty-6.1.26,ff52c40c09db1af28b94617a0f985648,<*>
43,44,2015-10-18,"18:01:52,088",INFO,main,org.mortbay.log,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,571a7cbfde25248304f762b593d6ffe7,Extract jar:<*>/<*>SNAPSHOT.<*>!/web<*>/mapreduce to C<*>reduce<*>webapp
44,45,2015-10-18,"18:01:52,728",INFO,main,org.mortbay.log,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267,2ae476c3a7e56ddf11874e90488d86ed,Started HttpServer<*>$Select<*>ConnectorWithSafeStartup<*>:<*>
45,46,2015-10-18,"18:01:52,728",INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Web app /mapreduce started at 62267,c92c53e36c6f80122e05d4494cbd3917,Web app /<*>reduce started at <*>
46,47,2015-10-18,"18:01:53,400",INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Registered webapp guice modules,5ba9445a5aa4232ee630ad9abf9c1bf7,Registered webapp guice modules
47,48,2015-10-18,"18:01:53,400",INFO,main,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,1db369939c87e7dd36db29e7d533e50d,Using callQueue class <*>LinkedBlockingQueue
48,49,2015-10-18,"18:01:53,447",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,JOB_CREATE job_1445144423722_0020,6af6b73e42986fcdae667aa5d7421e62,JOB_CREATE <*>
49,50,2015-10-18,"18:01:53,447",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,nodeBlacklistingEnabled:true,6a0630bef6ffcb8651c31e8ea66ad6e0,nodeBlacklistingEnabled:<*>
50,51,2015-10-18,"18:01:53,447",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,maxTaskFailuresPerNode is 3,07a75a5d8348326d2d76b43cadee47dd,maxTaskFailuresPerNode is <*>
51,52,2015-10-18,"18:01:53,447",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,blacklistDisablePercent is 33,168a08694556f3477982166850695a43,blacklistDisablePercent is <*>
52,53,2015-10-18,"18:01:53,510",INFO,Socket Reader #1 for port 62270,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62270,70066a260001c5829480103e24790a85,Starting Socket Reader #<*> for port <*>
53,54,2015-10-18,"18:01:53,510",INFO,IPC Server listener on 62270,org.apache.hadoop.ipc.Server,IPC Server listener on 62270: starting,73b103d7c6182ee607995d4fa44ec9b7,IPC Server listener on <*>: starting
54,55,2015-10-18,"18:01:53,510",INFO,IPC Server Responder,org.apache.hadoop.ipc.Server,IPC Server Responder: starting,ccc17099aa436b345b7d9f3aed5d32f1,IPC Server Responder: starting
55,56,2015-10-18,"18:01:53,557",INFO,main,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,976302daa8bd77c89aab3b30e37d6ca9,Connecting to ResourceManager at <*>/<*>:<*>
56,57,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"maxContainerCapability: <memory:8192, vCores:32>",e5d98c45fccd840444ad03472eda272c,"maxContainerCapability: <memory:<*>, vCores:<*>"
57,58,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,queue: default,62365dbe50a48f142baead1e99f0c9ac,queue: default
58,59,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Upper limit on the thread pool size is 500,293bdc8749bb71e357ec03b33ec771b3,Upper limit on the thread pool size is <*>
59,60,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,yarn.client.max-cached-nodemanagers-proxies : 0,51c807e6f48f039412d8e054b45d3e67,<*>proxies : <*>
60,61,2015-10-18,"18:01:53,744",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from INITED to SETUP,a1cf0a8f76c1ab87b79e486c8fdf2c05,<*>Job Transitioned from INITED to SETUP
61,62,2015-10-18,"18:01:53,775",INFO,CommitterEvent Processor #0,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: JOB_SETUP,10b8147f9fb6b145ad213c9b6172ffe1,Processing the event EventType: JOB<*>SETUP
62,63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,2d16a64063e8459827d0ca5ee7be5d90,<*>Job Transitioned from SETUP to RUNNING
63,64,2015-10-18,"18:01:53,838",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
64,65,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
65,66,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
66,67,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
67,68,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
68,69,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
69,70,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
70,71,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
71,72,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
72,73,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
73,74,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
74,75,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
75,76,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
76,77,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
77,78,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
78,79,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
79,80,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
80,81,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
81,82,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
82,83,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
83,84,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
84,85,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
85,86,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
86,87,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
87,88,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
88,89,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
89,90,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
90,91,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
91,92,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,e999b9051410b489824fe78397fa0d57,Resolved <*> to <*>
92,93,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
93,94,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,af0da6f2b83111ea96cc185958e5fb97,<*> Task Transitioned from NEW to SCHEDULED
94,95,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
95,96,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
96,97,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
97,98,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
98,99,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
99,100,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
100,101,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
101,102,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED,83c1b8edafb233368abbee547b3021cd,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
