,LineId,Time,Component,Pid,Content,EventId,EventTemplate
38,39,20171223-22:15:32:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126882,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
39,40,20171223-22:15:32:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
40,41,20171223-22:15:32:163,Step_StandReportReceiver,30002312,REPORT : 7012 5006 150197 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
41,42,20171223-22:15:32:340,Step_LSC,30002312,onStandStepChanged 3585,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
42,43,20171223-22:15:32:354,Step_LSC,30002312,onExtend:1514038533000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
43,44,20171223-22:15:32:647,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
44,45,20171223-22:15:32:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
45,46,20171223-22:15:32:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126904,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
46,47,20171223-22:15:32:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
47,48,20171223-22:15:32:659,Step_StandReportReceiver,30002312,REPORT : 7013 5007 150218 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
48,49,20171223-22:15:32:840,Step_LSC,30002312,onStandStepChanged 3586,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
49,50,20171223-22:15:32:846,Step_LSC,30002312,onExtend:1514038533000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
50,51,20171223-22:15:33:144,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
51,52,20171223-22:15:33:144,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
52,53,20171223-22:15:33:148,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126925,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
53,54,20171223-22:15:33:149,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
54,55,20171223-22:15:33:149,Step_StandReportReceiver,30002312,REPORT : 7014 5007 150239 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
55,56,20171223-22:15:33:341,Step_LSC,30002312,onStandStepChanged 3587,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
56,57,20171223-22:15:33:370,Step_LSC,30002312,onExtend:1514038534000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
57,58,20171223-22:15:33:643,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
58,59,20171223-22:15:33:644,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
59,60,20171223-22:15:33:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126947,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
60,61,20171223-22:15:33:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
61,62,20171223-22:15:33:663,Step_StandReportReceiver,30002312,REPORT : 7015 5008 150261 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
62,63,20171223-22:15:34:711,Step_LSC,30002312,onStandStepChanged 3588,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
63,64,20171223-22:15:34:723,Step_LSC,30002312,onExtend:1514038535000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
64,65,20171223-22:15:34:723,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,b891c816a5fbff7beb6e996fb0fc3a10,onReceive action: android.intent.action.SCREEN_OFF
65,66,20171223-22:15:34:848,Step_LSC,30002312,onStandStepChanged 3589,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
66,67,20171223-22:15:34:851,Step_LSC,30002312,onExtend:1514038535000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
67,68,20171223-22:15:35:11,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
68,69,20171223-22:15:35:12,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
69,70,20171223-22:15:35:20,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
70,71,20171223-22:15:35:22,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
71,72,20171223-22:15:35:23,Step_ScreenUtil,30002312,isScreenOn true,b3939aa3670098939355a40c6a193fe7,isScreenOn <*>
72,73,20171223-22:15:35:23,Step_StandReportReceiver,30002312,"screen status unknown,think screen on",ffb006b5744131461fea2fe70fac82b3,"screen status unknown,think screen on"
73,74,20171223-22:15:35:23,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
74,75,20171223-22:15:35:96,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,b080c3388362eb6d362d34a0ec0cfd87,onReceive action: android.intent.action.SCREEN_ON
75,76,20171223-22:15:35:97,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,dd5e8a75cb9999e68d33ec6af1e71542,processHandleBroadcastAction action:android.intent.action.SCREEN_ON
76,77,20171223-22:15:35:97,Step_StandStepCounter,30002312,flush sensor data,b8f897f886cdc4486346681abd7eb530,flush sensor data
77,78,20171223-22:15:35:98,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
78,79,20171223-22:15:35:98,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
79,80,20171223-22:15:35:98,Step_LSC,30002312,onStandStepChanged 3589,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
80,81,20171223-22:15:35:104,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
81,82,20171223-22:15:35:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
82,83,20171223-22:15:35:112,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
83,84,20171223-22:15:35:198,Step_LSC,30002312,onStandStepChanged 3589,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
84,85,20171223-22:15:35:201,Step_LSC,30002312,onExtend:1514038536000 0 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
85,86,20171223-22:15:35:348,Step_LSC,30002312,onStandStepChanged 3590,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
86,87,20171223-22:15:35:352,Step_LSC,30002312,onExtend:1514038536000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
87,88,20171223-22:15:35:413,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
88,89,20171223-22:15:35:413,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
89,90,20171223-22:15:35:418,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127011,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
90,91,20171223-22:15:35:421,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
91,92,20171223-22:15:35:421,Step_StandReportReceiver,30002312,REPORT : 7018 5010 150325 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
92,93,20171223-22:15:35:848,Step_LSC,30002312,onStandStepChanged 3591,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
93,94,20171223-22:15:35:852,Step_LSC,30002312,onExtend:1514038536000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
94,95,20171223-22:15:36:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
95,96,20171223-22:15:36:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
96,97,20171223-22:15:36:154,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127032,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
97,98,20171223-22:15:36:157,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
98,99,20171223-22:15:36:157,Step_StandReportReceiver,30002312,REPORT : 7019 5011 150346 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
99,100,20171223-22:15:36:356,Step_LSC,30002312,onStandStepChanged 3592,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
100,101,20171223-22:15:36:365,Step_LSC,30002312,onExtend:1514038537000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
101,102,20171223-22:15:36:657,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
102,103,20171223-22:15:36:657,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
103,104,20171223-22:15:36:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127054,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
104,105,20171223-22:15:36:672,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
105,106,20171223-22:15:36:673,Step_StandReportReceiver,30002312,REPORT : 7020 5012 150368 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
106,107,20171223-22:15:37:351,Step_LSC,30002312,onStandStepChanged 3593,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
107,108,20171223-22:15:37:361,Step_LSC,30002312,onExtend:1514038538000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
108,109,20171223-22:15:37:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
109,110,20171223-22:15:37:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
110,111,20171223-22:15:37:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127075,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
111,112,20171223-22:15:37:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
112,113,20171223-22:15:37:671,Step_StandReportReceiver,30002312,REPORT : 7021 5012 150389 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
113,114,20171223-22:15:37:848,Step_LSC,30002312,onStandStepChanged 3594,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
114,115,20171223-22:15:37:858,Step_LSC,30002312,onExtend:1514038538000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
115,116,20171223-22:15:38:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
116,117,20171223-22:15:38:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
117,118,20171223-22:15:38:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127097,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
118,119,20171223-22:15:38:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
119,120,20171223-22:15:38:164,Step_StandReportReceiver,30002312,REPORT : 7022 5013 150411 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
120,121,20171223-22:15:38:349,Step_LSC,30002312,onStandStepChanged 3595,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
121,122,20171223-22:15:38:361,Step_LSC,30002312,onExtend:1514038539000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
122,123,20171223-22:15:38:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
123,124,20171223-22:15:38:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
124,125,20171223-22:15:38:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127118,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
125,126,20171223-22:15:38:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
126,127,20171223-22:15:38:669,Step_StandReportReceiver,30002312,REPORT : 7023 5014 150432 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
127,128,20171223-22:15:38:850,Step_LSC,30002312,onStandStepChanged 3596,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
128,129,20171223-22:15:38:868,Step_LSC,30002312,onExtend:1514038539000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
129,130,20171223-22:15:39:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
130,131,20171223-22:15:39:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
131,132,20171223-22:15:39:155,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127139,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
132,133,20171223-22:15:39:156,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
133,134,20171223-22:15:39:156,Step_StandReportReceiver,30002312,REPORT : 7024 5015 150454 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
134,135,20171223-22:15:39:348,Step_LSC,30002312,onStandStepChanged 3597,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
135,136,20171223-22:15:39:354,Step_LSC,30002312,onExtend:1514038540000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
136,137,20171223-22:15:39:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
137,138,20171223-22:15:39:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
138,139,20171223-22:15:39:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127161,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
139,140,20171223-22:15:39:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
140,141,20171223-22:15:39:669,Step_StandReportReceiver,30002312,REPORT : 7025 5015 150475 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
141,142,20171223-22:15:40:349,Step_LSC,30002312,onStandStepChanged 3598,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
142,143,20171223-22:15:40:365,Step_LSC,30002312,onExtend:1514038541000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
143,144,20171223-22:15:40:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,0da1d5d7df64c0578b27d7aa5ed35d16,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
144,145,20171223-22:15:40:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,e3a0630a49aa3c443d1ee8485cccc3c0,setTodayTotalDetailSteps=<*>
145,146,20171223-22:15:40:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127182,ec91e8ec34a6a7f946d442115b86423a,calculateCaloriesWithCache totalCalories=<*>
146,147,20171223-22:15:40:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,213c973d4b6effcf64752e188131f027,calculateAltitudeWithCache totalAltitude=<*>
147,148,20171223-22:15:40:676,Step_StandReportReceiver,30002312,REPORT : 7026 5016 150496 240,f7985a60694bb8162531d2b6945ab7ea,REPORT : <*>
148,149,20171223-22:15:40:848,Step_LSC,30002312,onStandStepChanged 3599,93067dc44318c97db7b8767da9e69a1d,onStandStepChanged <*>
149,150,20171223-22:15:40:852,Step_LSC,30002312,onExtend:1514038541000 1 0 4,3a0c88e1787d851b2f3b297d1bd6b54e,onExtend:<*>
